Participant ID,sex,Label,ss_mean,ds_mean,dd_mean,all_mean,ss_ds_mean,DS-SS,DD-SS,DD-DS,DD-SSDS
102,female,102,1.0686924158796167,1.3736307603804194,1.2518663094283202,1.2477020509724726,1.242942898451504,0.3049383445008027,0.1831738935487035,-0.1217644509520992,0.0089234109768161
103,female,103,1.1140572492627814,1.4868999772747662,1.3962199419816703,1.363968746182718,1.3271102366982015,0.3728427280119848,0.2821626927188889,-0.0906800352930958,0.0691097052834688
104,male,104,1.1876283392730782,1.1845948711484755,1.1871495517698083,1.1865640611047736,1.1858949289161624,-0.0030334681246027,-0.0004787875032696,0.002554680621333,0.001254622853646
106,female,106,1.033789972670038,1.1305052376924447,1.121959832762062,1.106604635391759,1.0890558383971276,0.0967152650224068,0.0881698600920239,-0.0085454049303828,0.0329039943649343
107,female,107,1.2169082101702526,1.2148720672867093,1.1652285797699218,1.188802769187798,1.215744699951085,-0.0020361428835433,-0.0516796304003308,-0.0496434875167874,-0.0505161201811632
108,male,108,1.0721394187888242,1.5262824287220795,1.4784312910115216,1.4099332199564645,1.331649710179256,0.4541430099332553,0.4062918722226973,-0.0478511377105579,0.1467815808322656
111,male,111,1.1751207627971652,1.3410276370722236,1.3512374786754822,1.313291511072283,1.2699246909543416,0.1659068742750584,0.176116715878317,0.0102098416032585,0.0813127877211405
112,male,112,1.16458008638953,1.3468432316745116,1.2233945641044366,1.244551313246809,1.2687304551238052,0.1822631452849816,0.0588144777149066,-0.123448667570075,-0.0453358910193686
113,female,113,0.9545244644783684,1.0593186479213,1.0021911449817087,1.0078918096649316,1.0144068550171863,0.1047941834429319,0.0476666805033404,-0.0571275029395914,-0.0122157100354778
114,female,114,1.014030880265748,0.9688133162255792,0.9843466854120682,0.9861412925997404,0.9881922722427944,-0.0452175640401688,-0.0296841948536799,0.0155333691864889,-0.0038455868307262
115,female,115,0.9215100071489384,1.306166956708141,1.093412401736777,1.115766470811573,1.1413139783256256,0.3846569495592029,0.1719023945878386,-0.2127545549713643,-0.0479015765888486
116,female,116,1.1751960293637158,1.139876153788817,1.1931147632252952,1.175334053936585,1.155013243320916,-0.0353198755748989,0.0179187338615793,0.0532386094364782,0.038101519904379
118,female,118,1.1355204301961026,1.498139643957813,1.3393258431399446,1.3409151074359411,1.3427314094885088,0.3626192137617103,0.203805412943842,-0.1588138008178683,-0.0034055663485641
119,female,119,0.9928467532250213,1.0878494320141778,1.0354974959005818,1.0409278636624286,1.0471339982473966,0.0950026787891566,0.0426507426755606,-0.052351936113596,-0.0116365023468147
