Participant ID,sex,Label,ss_mean,ds_mean,dd_mean,all_mean,ss_ds_mean,DS-SS,DD-SS,DD-DS,DD-SSDS
127,female,127,1.2203188321391505,1.1174813451970342,1.178666666736564,1.170681014073207,1.1615545538865126,-0.1028374869421162,-0.0416521654025865,0.0611853215395297,0.0171121128500513
128,female,128,1.0449108700946743,1.1680297168078742,1.1866954363954223,1.1533609979119264,1.1152644967879313,0.1231188467131998,0.1417845663007479,0.0186657195875481,0.071430939607491
129,female,129,1.036409449910758,1.5761116927939949,1.316378676813604,1.3296469690278057,1.344810731558322,0.5397022428832368,0.279969226902846,-0.2597330159803908,-0.0284320547447178
131,female,131,1.0834825082774744,1.4348814499706668,1.262963930930996,1.272912318144204,1.2842819035307274,0.3513989416931924,0.1794814226535217,-0.1719175190396706,-0.0213179725997312
132,female,132,1.09001944810477,1.2566601730898426,1.1491265128521024,1.1659807426327002,1.1852427195248114,0.1666407249850725,0.0591070647473324,-0.1075336602377401,-0.0361162066727089
133,female,133,0.7994040154501084,1.3819620420947645,1.126182144961599,1.129034491628145,1.132294316389912,0.5825580266446558,0.3267781295114905,-0.2557798971331653,-0.0061121714283129
137,female,137,1.2569517128087204,1.2251283042173706,1.2593891216190167,1.249765421883185,1.2387669078993775,-0.0318234085913498,0.0024374088102963,0.0342608174016461,0.020622213719639
139,female,139,1.0124392381112135,1.153881195058006,1.163368686404262,1.1306527990533175,1.0932632135093807,0.1414419569467924,0.1509294482930485,0.0094874913462561,0.0701054728948813
144,female,144,1.088010623954238,1.0869011973170646,1.0851350717464814,1.086181149006855,1.0873766658758532,-0.0011094266371733,-0.0028755522077565,-0.0017661255705831,-0.0022415941293718
146,female,146,1.1685125796791516,1.2877326237508182,1.2178477164301502,1.226616664365462,1.2366383191486754,0.1192200440716666,0.0493351367509986,-0.0698849073206679,-0.0187906027185251
147,female,147,1.157001881706897,1.6495980267432049,1.4864913598956049,1.464088575417223,1.4384853931562158,0.4925961450363076,0.3294894781887079,-0.1631066668475997,0.048005966739389
151,female,151,1.1787000502296932,1.1438458119179908,1.179838130374388,1.1700125627570763,1.1587833426230063,-0.0348542383117023,0.0011380801446947,0.035992318456397,0.0210547877513815
153,female,153,1.010523461748423,1.1324156266816487,1.1156931791893383,1.099118555032438,1.080176127424552,0.1218921649332258,0.1051697174409154,-0.0167224474923104,0.0355170517647862
156,female,156,1.1212763055840638,1.4690392213268288,1.354565398807741,1.338433932834762,1.3199979717227863,0.3477629157427651,0.2332890932236773,-0.1144738225190877,0.0345674270849545
157,female,157,1.107643589616475,1.1367993849261535,1.1075186605062357,1.1153518395069284,1.1243040440791483,0.029155795309679,-0.0001249291102389,-0.029280724419918,-0.0167853835729125
158,female,158,1.2149280519551129,1.187190308879462,1.186549703911177,1.1923962015115066,1.1990779130547409,-0.0277377430756506,-0.0283783480439356,-0.0006406049682849,-0.0125282091435636
159,female,159,1.145711939919814,1.1736512741635334,1.1475574089878309,1.1541466792210815,1.1616772737733678,0.0279393342437195,0.0018454690680167,-0.0260938651757027,-0.0141198647855371
