Participant ID,sex,source_file,overall_input_mean,overall_input_median,overall_actual_mean,overall_actual_median,overall_ratio_mean,overall_ratio_median,SS_DS_input_mean,SS_DS_input_median,SS_DS_actual_mean,SS_DS_actual_median,SS_DS_ratio_mean,SS_DS_ratio_median,DD_input_mean,DD_input_median,DD_actual_mean,DD_actual_median,DD_ratio_mean,DD_ratio_median,DS_input_mean,DS_input_median,DS_actual_mean,DS_actual_median,DS_ratio_mean,DS_ratio_median,SS_input_mean,SS_input_median,SS_actual_mean,SS_actual_median,SS_ratio_mean,SS_ratio_median
141,male,141_dist_est.csv,59.1796875,60.0,76.66087875,74.558595,0.7782702385406491,0.7674106286372065,58.28125,60.0,78.04409625,74.558595,0.7245932480210703,0.7621384262878006,60.078125,60.0,75.27766125,72.006975,0.831947229060228,0.7674106286372065,59.53125,55.0,78.79917,74.22909999999999,0.7421135357640245,0.7621384262878006,57.03125,62.5,77.2890225,82.00282999999999,0.7070729602781161,0.7934202369424375
142,male,142_dist_est.csv,276.7578125,262.5,76.66087875,74.558595,3.5450497131631367,3.46076872572518,279.6875,250.0,78.04409625000001,74.558595,3.5215272502595503,3.358807424522895,273.828125,275.0,75.27766125,72.006975,3.568572176066723,3.5555173398939224,267.96875,250.0,78.79917,74.22909999999999,3.3746347978968902,3.358807424522895,291.40625,300.0,77.2890225,82.00282999999999,3.6684197026222094,3.638617034437552
145,male,145_dist_est.csv,2.875,3.0,76.66087875,74.558595,0.0390152658507316,0.037946797527547,2.96875,3.0,78.04409625,74.558595,0.0392550420843358,0.0395516425797163,2.78125,3.0,75.27766125,72.006975,0.0387754896171273,0.0369358396762943,3.09375,3.0,78.79917,74.22909999999999,0.0397496904760156,0.0399286658369955,2.84375,3.0,77.2890225,82.00282999999999,0.038760393692656,0.0335872341640389
149,male,149_dist_est.csv,10.1015625,10.0,76.66087875,74.558595,0.1408502242559995,0.1338938845441067,10.046875,10.0,78.04409625,74.558595,0.132215207091801,0.1338938845441067,10.15625,10.0,75.27766125,72.006975,0.1494852414201979,0.1322761539327648,9.25,10.0,78.79917,74.22909999999999,0.1184478706001394,0.1166157017151033,10.84375,10.0,77.2890225,82.00282999999999,0.1459825435834627,0.1338938845441067
167,male,167_dist_est.csv,14.53125,15.0,76.66087875,74.558595,0.1874565670853313,0.1885703725773421,14.65625,15.0,78.04409625,74.558595,0.1851991766184475,0.1756115537272742,14.40625,16.0,75.27766125,72.006975,0.189713957552215,0.1895805014252332,15.28125,14.0,78.79917,74.22909999999999,0.1903874679723705,0.1998422181531009,14.03125,15.0,77.2890225,82.00282999999999,0.1800108852645245,0.1709991103637667
174,male,174_dist_est.csv,46.296875,45.0,76.66087875000001,74.558595,0.585324119876302,0.599651108357268,46.25,45.0,78.04409625,74.558595,0.5752477447177382,0.59781419811936,46.34375,45.0,75.27766125,72.006975,0.5954004950348657,0.6131326387767009,47.8125,45.0,78.79917,74.22909999999999,0.5971134077543317,0.6078861475174876,44.6875,45.0,77.2890225,82.00282999999999,0.5533820816811446,0.5489535956350723
177,male,177_dist_est.csv,14.1015625,15.0,76.66087875,74.558595,0.1862294090080182,0.1875892647779838,14.234375,15.0,78.04409625,74.558595,0.1808581248122284,0.1994702883412432,13.96875,15.0,75.27766125,72.006975,0.1916006932038079,0.1861342315797277,14.375,15.0,78.79917,74.22909999999999,0.178768156943914,0.1998422181531009,14.09375,15.0,77.2890225,82.00282999999999,0.1829480926805429,0.1955561230552728
178,male,178_dist_est.csv,167.109375,150.0,76.66087875,74.558595,2.247896054805696,2.242242709095579,158.125,150.0,78.04409625,74.558595,2.0710983740095728,2.008408268161601,176.09375,162.5,75.27766125,72.006975,2.42469373560182,2.338901165521229,158.4375,150.0,78.79917,74.22909999999999,2.025877783343995,1.996433291849777,157.8125,150.0,77.2890225,82.00282999999999,2.1163189646751506,2.008408268161601
182,male,182_dist_est.csv,4.4609375,4.0,76.66087875,74.558595,0.0619625966495662,0.0559787236067315,4.515625,4.0,78.04409625,74.558595,0.0585771988580863,0.0540343242237766,4.40625,4.0,75.27766125,72.006975,0.0653479944410462,0.0578717805329194,4.4375,4.0,78.79917,74.22909999999999,0.0562399882129001,0.0537409187923663,4.59375,5.0,77.2890225,82.00282999999999,0.0609144095032724,0.0581070496805145
189,male,189_dist_est.csv,66.953125,65.0,76.66087875,74.558595,0.8567619448392911,0.8105148633566501,67.5,65.0,78.04409625,74.558595,0.8274451177075643,0.8061137818854948,66.40625,65.0,75.27766125,72.006975,0.886078771971018,0.8954226887573414,70.625,60.0,78.79917,74.22909999999999,0.8722473211868006,0.8083143226210725,64.375,70.0,77.2890225,82.00282999999999,0.7826429142283279,0.7837021304942418
